tag,styleA,styleB,pALeaves,pBLeaves,pNoOneLeaves,pFalseBreakup,pStayBad,mseA,mseB,avgFinalMuA,avgFinalMuB,avgLeaveRoundA,avgLeaveRoundB,avgSignalA,avgSignalB
CSV,secure,secure,0.35250000000000026,0.3950000000000003,0.46500000000000036,0.1300000000000001,0.06500000000000004,2.029423660067174,1.8554973206875482,0.9499999999999947,0.8189999999999967,9.8014184397163,9.65822784810126,0.012940398181110264,-0.004161358711378054
CSV,secure,anxious,0.3975000000000003,0.98249999999999,0.012500000000000002,0.5125000000000001,0,1.867301513727652,2.3078445327036654,0.7629999999999956,-1.1627499999999968,9.716981132075462,5.053435114503849,-0.06270221181037741,-0.22312341666331612
CSV,secure,avoidant,0.4300000000000003,0.9999999999999897,0,0.4825000000000004,0,1.8231683521374795,1.0125762827283094,0.7019999999999964,-0.2871000000000007,9.046511627906968,1,-0.09801427887128353,-0.07204400834266354
CSV,anxious,anxious,0.9749999999999902,0.98249999999999,0.0075000000000000015,0.45250000000000035,0,2.095014439839578,2.1297188838806753,-1.163424999999997,-1.1886999999999963,5.0051282051282335,4.47837150127229,-0.3202790858812237,-0.34694346404691784
CSV,anxious,avoidant,0.98499999999999,0.9999999999999897,0,0.5025000000000003,0,2.3291224540013946,1.0344260567503447,-1.1654499999999972,-0.27140000000000086,4.824873096446731,1,-0.4204835696295449,-0.04253688409114109
CSV,avoidant,avoidant,0.9999999999999897,0.9999999999999897,0,0.5249999999999998,0,1.1215909650505196,1.1106598693863945,-0.27595000000000086,-0.2810000000000008,1,1,-0.027250000000000003,-0.030000000000000013
